Maker, Genmodel, Genmodel_ID,Adv_year,Adv_month,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,issue_id,Adv_day,breakdown_date,repair_complexity,repair_cost,repair_hours,repair_date
Bentley,Azure,10_2,2018,4,Red,1995.0,Convertible,78000,6.8L,Automatic,Petrol,59990.0,16.0,0.0,Windscreen Crack,0,12,2018-04-12,3,95.994,3.0,2018-04-12
Bentley,Bentayga,10_3,2018,3,Grey,2016.0,SUV,12661,6.0L,Automatic,Petrol,129990.0,5.0,5.0,Tyre Alignment,0,17,2018-03-17,3,42.999,1.5,2018-03-17
Bentley,Bentayga,10_3,2018,4,Brown,2018.0,SUV,415,6.0L,Automatic,Petrol,164995.0,5.0,5.0,Starter Motor Issue,0,5,2018-04-05,3,1829.95,9.0,2018-04-07
Bentley,Bentayga,10_3,2018,4,Silver,2016.0,SUV,15141,6.0L,Automatic,Petrol,135000.0,5.0,5.0,Windscreen Crack,0,1,2018-04-01,3,141.0,3.0,2018-04-01
Bentley,Bentayga,10_3,2018,2,Grey,2018.0,SUV,3000,4.0L,Automatic,Diesel,164750.0,5.0,5.0,Engine Issue,4,14,2018-02-14,3,8837.5,30.0,2018-02-21
Bentley,Bentayga,10_3,2018,8,Black,2016.0,SUV,33000,6.0L,Automatic,Petrol,135000.0,14.0,5.0,Gear Box Issue,0,3,2018-08-03,3,1470.0,6.0,2018-08-04
Bentley,Bentayga,10_3,2018,5,Black,2018.0,SUV,500,4.0L,Automatic,Petrol,169000.0,5.0,5.0,Windscreen Crack,0,7,2018-05-07,3,161.39999999999998,3.0,2018-05-07
Bentley,Bentayga,10_3,2018,8,Grey,2017.0,SUV,10972,6.0L,Automatic,Petrol,139950.0,5.0,5.0,Radiator Leaking,0,7,2018-08-07,3,2919.0,6.0,2018-08-08
Bentley,Bentayga,10_3,2018,8,Grey,2018.0,SUV,5963,4.0L,Automatic,Petrol,146995.0,5.0,5.0,Excessive Emissions,0,20,2018-08-20,3,192.2955,3.0,2018-08-20
Bentley,Bentayga,10_3,2018,8,Grey,2018.0,SUV,1000,4.0L,Automatic,Diesel,159500.0,5.0,5.0,Tyre Alignment,0,21,2018-08-21,3,263.7907792719344,138.48708891859852,2018-09-24
Bentley,Bentayga,10_3,2018,6,Blue,2016.0,SUV,16526,6.0L,Automatic,Petrol,127895.0,5.0,5.0,Starter Motor Issue,0,15,2018-06-15,3,1458.95,9.0,2018-06-17
Bentley,Bentayga,10_3,2018,7,White,2016.0,SUV,16200,6.0L,Automatic,Petrol,125995.0,5.0,5.0,Excessive Emissions,0,18,2018-07-18,3,173.3955,3.0,2018-07-18
Bentley,Bentayga,10_3,2018,6,Grey,2016.0,SUV,6000,6.0L,Automatic,Petrol,145000.0,5.0,5.0,Warning Light,0,13,2018-06-13,3,1990.0,27.0,2018-06-19
Bentley,Bentayga,10_3,2018,7,Black,2017.0,SUV,15000,4.0L,Automatic,Diesel,124950.0,5.0,5.0,Engine Issue,1,25,2018-07-25,3,25470.0,24.0,2018-07-31
Bentley,Bentayga,10_3,2018,6,Blue,2016.0,SUV,5900,6.0L,Automatic,Petrol,139900.0,5.0,5.0,Windscreen Crack,0,9,2018-06-09,3,143.94,3.0,2018-06-09
Bentley,Bentayga,10_3,2018,8,Green,2018.0,SUV,9000,4.0L,Automatic,Diesel,149995.0,5.0,5.0,Steering Wheel Shaking,0,4,2018-08-04,3,209.995,3.0,2018-08-04
Bentley,Bentayga,10_3,2018,8,Black,2017.0,SUV,3000,4.0L,Automatic,Diesel,154995.0,5.0,5.0,Alternator Failing,0,17,2018-08-17,3,3219.9,6.0,2018-08-18
Bentley,Bentayga,10_3,2018,2,Grey,2017.0,SUV,5185,6.0L,Automatic,Petrol,147950.0,4.0,5.0,Starter Motor Issue,0,28,2018-02-28,3,1659.5,9.0,2018-03-02
Bentley,Bentayga,10_3,2018,8,White,2018.0,SUV,2810,4.0L,Automatic,Diesel,137950.0,5.0,5.0,Transmission Issue,3,1,2018-08-01,3,1721.55,24.0,2018-08-07
Bentley,Bentayga,10_3,2018,7,Black,2018.0,SUV,20,4.0L,Automatic,Diesel,194995.0,5.0,5.0,Warning Light,0,12,2018-07-12,3,14662.782987196442,27.0,2018-07-18
Bentley,Bentayga,10_3,2017,10,Black,2018.0,SUV,40,6.0L,Automatic,Petrol,239950.0,5.0,5.0,Gear Box Issue,0,3,2017-10-03,3,2519.5,6.0,2017-10-04
Bentley,Bentayga,10_3,2017,12,Silver,2018.0,SUV,80,4.0L,Automatic,Diesel,209950.0,5.0,5.0,Electrical Issue,3,10,2017-12-10,3,1109.75,3.0,2017-12-10
Bentley,Bentayga,10_3,2018,3,Black,2018.0,SUV,10,4.0L,Automatic,Petrol,160000.0,5.0,5.0,Warning Light,0,6,2018-03-06,3,2140.0,27.0,2018-03-12
Bentley,Bentayga,10_3,2018,3,Black,2018.0,SUV,2500,4.0L,Automatic,Petrol,159750.0,5.0,5.0,Tyre Alignment,0,10,2018-03-10,3,45.975,1.5,2018-03-10
Bentley,Bentayga,10_3,2018,2,Black,2018.0,SUV,50,999.0L,Automatic,Petrol,149999.0,17.0,0.0,Radiator Leaking,0,2,2018-02-02,3,3119.98,6.0,2018-02-03
Bentley,Bentayga,10_3,2018,3,Black,2018.0,SUV,2000,4.0L,Automatic,Petrol,159990.0,5.0,5.0,Sensor Malfunction,0,2,2018-03-02,3,8179.5,9.0,2018-03-04
Bentley,Bentayga,10_3,2018,4,Green,2018.0,SUV,2000,4.0L,Automatic,Diesel,169950.0,5.0,5.0,Radiator Leaking,0,5,2018-04-05,3,3519.0,6.0,2018-04-06
Bentley,Bentayga,10_3,2018,8,Blue,2018.0,SUV,4944,4.0L,Automatic,Petrol,97500.0,5.0,5.0,Flat Tyres,0,28,2018-08-28,3,89.25,3.0,2018-08-28
Bentley,Bentayga,10_3,2018,4,Black,2018.0,SUV,1500,4.0L,Automatic,Diesel,169950.0,5.0,5.0,Engine Issue,3,7,2018-04-07,3,17715.0,36.0,2018-04-16
Bentley,Bentayga,10_3,2018,7,Black,2018.0,SUV,1496,6.0L,Automatic,Petrol,184950.0,5.0,5.0,Brake Pads Worn,0,17,2018-07-17,3,1168.9604307231014,698.6982322528289,2019-01-07
Bentley,Bentayga,10_3,2018,8,Orange,2018.0,SUV,700,6.0L,Automatic,Petrol,174950.0,5.0,5.0,Flat Tyres,0,16,2018-08-16,3,112.48499999999999,3.0,2018-08-16
Bentley,Bentayga,10_3,2018,7,Grey,2017.0,SUV,12348,4.0L,Automatic,Diesel,134950.0,5.0,5.0,Warning Light,0,9,2018-07-09,3,1889.5,27.0,2018-07-15
Bentley,Bentayga,10_3,2018,4,Grey,2018.0,SUV,1000,4.0L,Automatic,Petrol,169500.0,5.0,5.0,Transmission Issue,2,26,2018-04-26,3,1366.5,9.0,2018-04-28
Bentley,Bentayga,10_3,2018,7,Grey,2018.0,Estate,6012,6.0L,Semi-Automatic,Petrol,179950.0,13.0,5.0,Tyre Alignment,0,16,2018-07-16,3,47.995000000000005,1.5,2018-07-16
Bentley,Bentayga,10_3,2018,3,Gelb,2018.0,SUV,5734,6.0L,Automatic,Petrol,169950.0,5.0,5.0,Steering Wheel Shaking,0,21,2018-03-21,3,229.95000000000002,3.0,2018-03-21
Bentley,Bentayga,10_3,2017,10,Grey,2017.0,SUV,8147,6.0L,Automatic,Petrol,143950.0,5.0,5.0,Electrical Issue,2,24,2017-10-24,3,317.90000000000003,1.5,2017-10-24
Bentley,Bentayga,10_3,2018,6,Grey,2018.0,Estate,8500,6.0L,Automatic,Petrol,152000.0,10.0,5.0,Transmission Issue,3,16,2018-06-16,3,1848.0,24.0,2018-06-22
Bentley,Bentayga,10_3,2018,3,White,2018.0,SUV,150,4.0L,Automatic,Petrol,155000.0,5.0,5.0,Warning Light,0,21,2018-03-21,3,2090.0,27.0,2018-03-27
Bentley,Bentayga,10_3,2018,7,Blue,2018.0,SUV,2000,4.0L,Automatic,Petrol,139850.0,5.0,5.0,Engine Issue,4,14,2018-07-14,3,7592.5,30.0,2018-07-21
Bentley,Bentayga,10_3,2018,4,White,2018.0,SUV,50,4.0L,Automatic,Diesel,169000.0,5.0,5.0,Warning Light,0,2,2018-04-02,3,7240.028165762253,27.0,2018-04-08
Bentley,Bentayga,10_3,2018,4,Silver,2018.0,SUV,1125,4.0L,Automatic,Diesel,145000.0,5.0,5.0,Sensor Malfunction,0,7,2018-04-07,3,7430.0,9.0,2018-04-09
Bentley,Bentayga,10_3,2017,9,Grey,2016.0,SUV,19283,6.0L,Automatic,Petrol,124995.0,5.0,5.0,Radiator Leaking,0,13,2017-09-13,3,2619.9,6.0,2017-09-14
Bentley,Bentayga,10_3,2018,3,Grey,2018.0,SUV,1500,4.0L,Automatic,Petrol,159500.0,5.0,5.0,Flat Tyres,0,24,2018-03-24,3,107.85,3.0,2018-03-24
Bentley,Bentayga,10_3,2018,8,Silver,2016.0,SUV,13190,6.0L,Automatic,Petrol,125990.0,5.0,0.0,Warning Light,0,2,2018-08-02,3,1799.9,27.0,2018-08-08
Bentley,Bentayga,10_3,2017,8,Black,2018.0,SUV,100,4.0L,Automatic,Diesel,209950.0,5.0,5.0,Sensor Malfunction,0,6,2017-08-06,3,10677.5,9.0,2017-08-08
Bentley,Bentayga,10_3,2018,8,White,2017.0,SUV,7982,4.0L,Automatic,Diesel,129950.0,5.0,5.0,Gear Box Issue,0,3,2018-08-03,3,1419.5,6.0,2018-08-04
Bentley,Bentayga,10_3,2018,3,Gelb,2018.0,SUV,3678,4.0L,Automatic,Diesel,144950.0,5.0,5.0,Warning Light,0,24,2018-03-24,3,1989.5,27.0,2018-03-30
Bentley,Bentayga,10_3,2018,8,Green,2016.0,SUV,4323,6.0L,Automatic,Petrol,124950.0,5.0,5.0,Transmission Issue,2,4,2018-08-04,3,1054.65,9.0,2018-08-06
Bentley,Bentayga,10_3,2018,7,Grey,2018.0,SUV,6500,4.0L,Automatic,Petrol,149950.0,5.0,5.0,Warning Light,0,2,2018-07-02,3,2039.5,27.0,2018-07-08
Bentley,Bentayga,10_3,2018,2,Black,2018.0,SUV,1800,4.0L,Automatic,Diesel,174950.0,5.0,5.0,Alternator Failing,0,7,2018-02-07,3,21399.65026148762,14167.150445582514,2027-10-19
Bentley,Bentayga,10_3,2018,5,Black,2017.0,SUV,5576,4.0L,Automatic,Diesel,142000.0,5.0,5.0,Flat Tyres,0,28,2018-05-28,3,102.6,3.0,2018-05-28
Bentley,Bentayga,10_3,2018,5,White,2017.0,SUV,12042,4.0L,Automatic,Diesel,132000.0,5.0,5.0,Radiator Leaking,0,19,2018-05-19,3,2760.0,6.0,2018-05-20
Bentley,Bentayga,10_3,2018,5,Grey,2018.0,SUV,-11920,6.0L,Automatic,Petrol,159950.0,5.0,5.0,Electrical Issue,1,25,2018-05-25,3,279.95000000000005,6.0,2018-05-26
Bentley,Bentayga,10_3,2018,6,Black,2017.0,SUV,15000,4.0L,Automatic,Diesel,139950.0,5.0,5.0,Transmission Issue,3,16,2018-06-16,3,1739.55,24.0,2018-06-22
Bentley,Bentayga,10_3,2018,6,Grey,2017.0,SUV,12055,6.0L,Automatic,Petrol,144850.0,5.0,5.0,Alternator Failing,0,3,2018-06-03,3,3017.0,6.0,2018-06-04
Bentley,Bentayga,10_3,2018,7,White,2017.0,SUV,16392,4.0L,Automatic,Diesel,126950.0,5.0,5.0,Warning Light,0,6,2018-07-06,3,1809.5,27.0,2018-07-12
Bentley,Bentayga,10_3,2018,4,Blue,2018.0,SUV,10,4.0L,Automatic,Diesel,159990.0,5.0,5.0,Flat Tyres,0,13,2018-04-13,3,107.99699999999999,3.0,2018-04-13
Bentley,Bentayga,10_3,2018,6,Blue,2018.0,SUV,1059,4.0L,Automatic,Petrol,148950.0,5.0,5.0,Windscreen Crack,0,22,2018-06-22,3,149.37,3.0,2018-06-22
Bentley,Bentayga,10_3,2018,7,Grey,2018.0,SUV,1750,4.0L,Automatic,Diesel,154990.0,5.0,5.0,Excessive Emissions,0,10,2018-07-10,3,199.49099999999999,3.0,2018-07-10
Bentley,Bentayga,10_3,2018,6,Gelb,2017.0,SUV,4000,6.0L,Automatic,Petrol,149950.0,5.0,5.0,Alternator Failing,0,28,2018-06-28,3,13269.955283679375,6.0,2018-06-29
Bentley,Bentayga,10_3,2018,8,Black,2017.0,SUV,6195,4.0L,Automatic,Diesel,137950.0,5.0,5.0,Engine Issue,3,26,2018-08-26,3,14515.0,36.0,2018-09-04
Bentley,Bentayga,10_3,2018,3,White,2018.0,SUV,1500,4.0L,Automatic,Diesel,153500.0,7.0,5.0,Electrical Issue,4,14,2018-03-14,3,580.5,6.0,2018-03-15
Bentley,Bentayga,10_3,2018,8,Red,2016.0,SUV,4120,6.0L,Automatic,Petrol,127990.0,5.0,5.0,Steering Wheel Shaking,0,28,2018-08-28,3,187.99,3.0,2018-08-28
Bentley,Bentayga,10_3,2018,5,Black,2018.0,SUV,40,4.0L,Automatic,Diesel,184995.0,5.0,5.0,Tyre Alignment,0,28,2018-05-28,3,48.4995,1.5,2018-05-28
Bentley,Bentayga,10_3,2018,2,Black,2018.0,SUV,500,4.0L,Automatic,Diesel,179985.0,5.0,5.0,Sensor Malfunction,0,9,2018-02-09,3,9179.25,9.0,2018-02-11
Bentley,Bentayga,10_3,2018,3,Black,2016.0,SUV,12000,6.0L,Automatic,Petrol,139975.0,5.0,5.0,Warning Light,0,15,2018-03-15,3,1939.75,27.0,2018-03-21
Bentley,Bentayga,10_3,2018,8,Blue,2017.0,SUV,2917,4.0L,Automatic,Diesel,135950.0,5.0,5.0,Transmission Issue,1,21,2018-08-21,3,647.85,12.0,2018-08-24
Bentley,Bentayga,10_3,2018,3,Black,2016.0,SUV,6445,6.0L,Automatic,Petrol,139500.0,5.0,5.0,Steering Wheel Shaking,0,10,2018-03-10,3,199.5,3.0,2018-03-10
Bentley,Bentayga,10_3,2018,7,Black,2016.0,SUV,1800,6.0L,Automatic,Petrol,134850.0,5.0,5.0,Engine Issue,2,24,2018-07-24,3,21187.5,48.0,2018-08-05
Bentley,Bentayga,10_3,2018,3,Black,2016.0,SUV,18074,6.0L,Automatic,Petrol,128500.0,5.0,5.0,Tyre Alignment,0,19,2018-03-19,3,182.96838876209003,146.04190401903986,2018-04-24
Bentley,Bentayga,10_3,2018,7,Silver,2017.0,SUV,5501,4.0L,Automatic,Diesel,137950.0,5.0,5.0,Gear Box Issue,0,19,2018-07-19,3,1499.5,6.0,2018-07-20
Bentley,Bentayga,10_3,2018,4,Grey,2018.0,SUV,50,4.0L,Automatic,Petrol,155000.0,5.0,5.0,Engine Issue,4,24,2018-04-24,3,8350.0,30.0,2018-05-01
Bentley,Bentayga,10_3,2018,8,Black,2016.0,SUV,7207,6.0L,Automatic,Petrol,129500.0,5.0,5.0,Sensor Malfunction,0,15,2018-08-15,3,6655.0,9.0,2018-08-17
Bentley,Bentayga,10_3,2018,2,Blue,2016.0,SUV,3900,6.0L,Automatic,Petrol,139950.0,5.0,5.0,Starter Motor Issue,0,7,2018-02-07,3,1579.5,9.0,2018-02-09
Bentley,Bentayga,10_3,2018,7,Black,2017.0,SUV,4200,6.0L,Automatic,Petrol,145000.0,5.0,5.0,Brake Pads Worn,0,16,2018-07-16,3,192.5,6.0,2018-07-17
Bentley,Bentayga,10_3,2018,3,Black,2016.0,SUV,12011,6.0L,Automatic,Petrol,130000.0,5.0,5.0,Excessive Emissions,0,13,2018-03-13,3,177.0,3.0,2018-03-13
Bentley,Bentayga,10_3,2017,8,Black,2018.0,SUV,100,6.0L,Automatic,Petrol,229950.0,5.0,5.0,Steering Wheel Shaking,0,1,2017-08-01,3,289.95000000000005,3.0,2017-08-01
Bentley,Bentayga,10_3,2018,3,Gelb,2018.0,SUV,-13470,6.0L,Automatic,Petrol,173000.0,5.0,5.0,Excessive Emissions,0,19,2018-03-19,3,215.7,3.0,2018-03-19
Bentley,Bentayga,10_3,2018,2,Grey,2018.0,SUV,7000,4.0L,Automatic,Diesel,165000.0,5.0,5.0,Flat Tyres,0,17,2018-02-17,3,109.5,3.0,2018-02-17
Bentley,Bentayga,10_3,2018,4,White,2018.0,SUV,500,4.0L,Automatic,Petrol,154950.0,7.0,0.0,Windscreen Crack,0,28,2018-04-28,3,848.141904147922,3.0,2018-04-28
Bentley,Bentayga,10_3,2018,4,Black,2018.0,SUV,50,1.5L,Automatic,Petrol,169995.0,15.0,0.0,Brake Pads Worn,0,2,2018-04-02,3,204.9975,6.0,2018-04-03
Bentley,Bentayga,10_3,2018,4,Grey,2018.0,SUV,2000,4.0L,Automatic,Petrol,154950.0,5.0,5.0,Gear Box Issue,0,14,2018-04-14,3,1669.5,6.0,2018-04-15
Bentley,Bentayga,10_3,2018,4,Grey,2018.0,SUV,550,4.0L,Automatic,Petrol,165000.0,5.0,5.0,Transmission Issue,3,8,2018-04-08,3,1965.0,24.0,2018-04-14
Bentley,Bentayga,10_3,2018,4,Black,2018.0,SUV,500,4.0L,Automatic,Diesel,169000.0,5.0,5.0,Engine Issue,3,20,2018-04-20,3,17620.0,36.0,2018-04-29
Bentley,Bentayga,10_3,2018,8,Grey,2016.0,SUV,35000,6.0L,Automatic,Petrol,122990.0,5.0,5.0,Brake Pads Worn,0,12,2018-08-12,3,181.495,6.0,2018-08-13
Bentley,Bentayga,10_3,2018,4,White,2018.0,SUV,40,4.0L,Automatic,Diesel,199950.0,5.0,5.0,Engine Issue,4,26,2018-04-26,3,10597.5,30.0,2018-05-03
Bentley,Bentayga,10_3,2018,6,Blue,2017.0,SUV,12061,6.0L,Automatic,Petrol,144950.0,5.0,5.0,Warning Light,0,20,2018-06-20,3,1989.5,27.0,2018-06-26
Bentley,Bentayga,10_3,2018,6,Black,2017.0,SUV,11847,4.0L,Automatic,Diesel,138950.0,5.0,5.0,Flat Tyres,0,2,2018-06-02,3,101.685,3.0,2018-06-02
Bentley,Bentayga,10_3,2018,2,Grey,2017.0,SUV,3000,4.0L,Automatic,Diesel,149946.0,5.0,5.0,Flat Tyres,0,14,2018-02-14,3,104.9838,3.0,2018-02-14
Bentley,Bentayga,10_3,2018,6,Grey,2018.0,SUV,1000,4.0L,Automatic,Diesel,169950.0,5.0,5.0,Gear Box Issue,0,17,2018-06-17,3,5947.706078462146,6828.146773552928,2023-02-18
Bentley,Bentayga,10_3,2018,1,Grey,2017.0,SUV,10122,6.0L,Automatic,Petrol,159950.0,5.0,5.0,Radiator Leaking,0,24,2018-01-24,3,3319.0,6.0,2018-01-25
Bentley,Bentayga,10_3,2018,7,Grey,2018.0,SUV,8500,4.0L,Automatic,Petrol,147000.0,5.0,5.0,Starter Motor Issue,0,9,2018-07-09,3,1650.0,9.0,2018-07-11
Bentley,Bentayga,10_3,2018,8,Grey,2018.0,SUV,8690,6.0L,Automatic,Petrol,143980.0,5.0,5.0,Steering Wheel Shaking,0,4,2018-08-04,3,203.98,3.0,2018-08-04
Bentley,Bentayga,10_3,2018,8,Grey,2016.0,SUV,19960,6.0L,Automatic,Petrol,131990.0,5.0,5.0,Starter Motor Issue,0,13,2018-08-13,3,1499.9,9.0,2018-08-15
Bentley,Bentayga,10_3,2017,10,Black,2016.0,SUV,14654,6.0L,Automatic,Petrol,137990.0,5.0,5.0,Sensor Malfunction,0,5,2017-10-05,3,7079.5,9.0,2017-10-07
Bentley,Bentayga,10_3,2018,6,White,2017.0,SUV,14000,4.0L,Automatic,Diesel,134995.0,5.0,5.0,Transmission Issue,2,27,2018-06-27,3,1124.9650000000001,9.0,2018-06-29
Bentley,Bentayga,10_3,2018,7,Blue,2016.0,SUV,33145,6.0L,Automatic,Petrol,118000.0,5.0,5.0,Flat Tyres,0,5,2018-07-05,3,95.4,3.0,2018-07-05
Bentley,Bentayga,10_3,2017,9,White,2018.0,SUV,100,6.0L,Automatic,Petrol,229950.0,5.0,5.0,Warning Light,0,1,2017-09-01,3,2839.5,27.0,2017-09-07
Bentley,Bentayga,10_3,2018,5,Grey,2017.0,SUV,987,4.0L,Automatic,Diesel,139990.0,5.0,5.0,Sensor Malfunction,0,17,2018-05-17,3,7179.5,9.0,2018-05-19
Bentley,Bentayga,10_3,2018,7,Gelb,2018.0,SUV,3000,4.0L,Automatic,Petrol,139990.0,5.0,5.0,Starter Motor Issue,0,10,2018-07-10,3,8937.875798877056,9.0,2018-07-12
Bentley,Bentayga,10_3,2018,8,Black,2017.0,SUV,12000,6.0L,Automatic,Petrol,155000.0,5.0,5.0,Steering Wheel Shaking,0,22,2018-08-22,3,215.0,3.0,2018-08-22
Bentley,Bentayga,10_3,2018,8,Blue,2018.0,SUV,10,4.0L,Automatic,Petrol,175445.0,5.0,5.0,Sensor Malfunction,0,28,2018-08-28,3,8952.25,9.0,2018-08-30
Bentley,Bentayga,10_3,2018,3,Grey,2016.0,SUV,15710,6.0L,Automatic,Petrol,129990.0,5.0,5.0,Sensor Malfunction,0,19,2018-03-19,3,6679.5,9.0,2018-03-21
Bentley,Bentayga,10_3,2018,3,Grey,2018.0,SUV,68,4.0L,Automatic,Diesel,149990.0,5.0,5.0,Brake Pads Worn,0,23,2018-03-23,3,194.995,6.0,2018-03-24
Bentley,Bentayga,10_3,2018,8,Grey,2017.0,SUV,4545,6.0L,Automatic,Petrol,139950.0,7.0,5.0,Radiator Leaking,0,8,2018-08-08,3,2919.0,6.0,2018-08-09
